Degree_of_Shortage,Metropolitan_Indicator_Code,Metropolitan_Indicator_Desc,Percent_Pop_Below_Poverty,Geography_ID,County_Name,State_Name
Not applicable,M,Metropolitan,17.8,34013010200,Essex,New Jersey
Not applicable,M,Metropolitan,17.8,34013011500,Essex,New Jersey
Not applicable,M,Metropolitan,17.8,34013011600,Essex,New Jersey
Not applicable,M,Metropolitan,17.8,34013009900,Essex,New Jersey
Not applicable,M,Metropolitan,17.8,34013010000,Essex,New Jersey
Not applicable,M,Metropolitan,12.0,34001,Atlantic,New Jersey
Not applicable,M,Metropolitan,6.2,34015,Gloucester,New Jersey
Not applicable,M,Metropolitan,8.3,34009,Cape May,New Jersey
Not applicable,N,Non-Metropolitan,9.0,33007,Coos,New Hampshire
Not applicable,M,Metropolitan,,32003005829,Clark,Nevada
Not applicable,M,Metropolitan,,32003005824,Clark,Nevada
Not applicable,M,Metropolitan,,32003005827,Clark,Nevada
Not applicable,M,Metropolitan,,32003005828,Clark,Nevada
Not applicable,M,Metropolitan,,32003005831,Clark,Nevada
Not applicable,M,Metropolitan,,32003005832,Clark,Nevada
Not applicable,M,Metropolitan,,32003005833,Clark,Nevada
Not applicable,M,Metropolitan,,32003005834,Clark,Nevada
Not applicable,M,Metropolitan,,32003005818,Clark,Nevada
Not applicable,M,Metropolitan,,32003005822,Clark,Nevada
Not applicable,M,Metropolitan,,32003005823,Clark,Nevada
Not applicable,M,Metropolitan,,32003005839,Clark,Nevada
Not applicable,M,Metropolitan,,32003005836,Clark,Nevada
Not applicable,M,Metropolitan,,32003005837,Clark,Nevada
Not applicable,M,Metropolitan,,32003005838,Clark,Nevada
Not applicable,M,Metropolitan,,32003005835,Clark,Nevada
Not applicable,M,Metropolitan,,32003007500,Clark,Nevada
Not applicable,M,Metropolitan,,32003005830,Clark,Nevada
Not applicable,M,Metropolitan,,32003005613,Clark,Nevada
Not applicable,M,Metropolitan,,32003005612,Clark,Nevada
Not applicable,M,Metropolitan,,32003005607,Clark,Nevada
Not applicable,M,Metropolitan,,32003005615,Clark,Nevada
Not applicable,M,Metropolitan,,32003005614,Clark,Nevada
Not applicable,M,Metropolitan,,32003005903,Clark,Nevada
Not applicable,M,Metropolitan,,32003005904,Clark,Nevada
Not applicable,M,Metropolitan,,32003005905,Clark,Nevada
Not applicable,M,Metropolitan,,32003005902,Clark,Nevada
Not applicable,M,Metropolitan,,32003007600,Clark,Nevada
Not applicable,N,Non-Metropolitan,,32033,White Pine,Nevada
Not applicable,N,Non-Metropolitan,,32029,Storey,Nevada
Not applicable,N,Non-Metropolitan,,32027,Pershing,Nevada
Not applicable,N,Non-Metropolitan,,32023,Nye,Nevada
Not applicable,F,Frontier,,32021,Mineral,Nevada
Not applicable,N,Non-Metropolitan,,32019,Lyon,Nevada
Not applicable,N,Non-Metropolitan,,32017,Lincoln,Nevada
Not applicable,N,Non-Metropolitan,,32015,Lander,Nevada
Not applicable,N,Non-Metropolitan,,32013,Humboldt,Nevada
Not applicable,N,Non-Metropolitan,,32011,Eureka,Nevada
Not applicable,N,Non-Metropolitan,,32009,Esmeralda,Nevada
Not applicable,F,Frontier,,32007,Elko,Nevada
Not applicable,F,Frontier,,32005,Douglas,Nevada
Not applicable,F,Frontier,,32001,Churchill,Nevada
Not applicable,M,Metropolitan,0.0,31055000200,Douglas,Nebraska
Not applicable,M,Metropolitan,0.0,31055000400,Douglas,Nebraska
Not applicable,M,Metropolitan,0.0,31055000500,Douglas,Nebraska
Not applicable,M,Metropolitan,0.0,31055000300,Douglas,Nebraska
Not applicable,M,Metropolitan,0.0,31055000600,Douglas,Nebraska
Not applicable,M,Metropolitan,0.0,31055006000,Douglas,Nebraska
Not applicable,M,Metropolitan,0.0,31055006101,Douglas,Nebraska
Not applicable,M,Metropolitan,5.7,31177,Washington,Nebraska
Not applicable,N,Non-Metropolitan,8.9,31053,Dodge,Nebraska
Not applicable,N,Non-Metropolitan,22.7,28127,Simpson,Mississippi
Not applicable,M,Metropolitan,24.3,28089,Madison,Mississippi
Not applicable,N,Non-Metropolitan,32.0,28029,Copiah,Mississippi
Not applicable,N,Non-Metropolitan,,27095,Mille Lacs,Minnesota
Not applicable,N,Non-Metropolitan,,27059,Isanti,Minnesota
Not applicable,M,Metropolitan,9.5,27039,Dodge,Minnesota
Not applicable,M,Metropolitan,9.5,27161,Waseca,Minnesota
Not applicable,M,Metropolitan,9.5,27099,Mower,Minnesota
Not applicable,M,Metropolitan,9.5,27147,Steele,Minnesota
Not applicable,N,Non-Metropolitan,,27115,Pine,Minnesota
Not applicable,N,Non-Metropolitan,,27065,Kanabec,Minnesota
Not applicable,N,Non-Metropolitan,,27025,Chisago,Minnesota
Not applicable,N,Non-Metropolitan,12.6,2604708980,Emmet,Michigan
Not applicable,N,Non-Metropolitan,12.6,2604764960,Emmet,Michigan
Not applicable,N,Non-Metropolitan,12.6,2604767540,Emmet,Michigan
Not applicable,N,Non-Metropolitan,12.6,2604784840,Emmet,Michigan
Not applicable,N,Non-Metropolitan,12.6,2604786300,Emmet,Michigan
Not applicable,N,Non-Metropolitan,12.6,2604748080,Emmet,Michigan
Not applicable,N,Non-Metropolitan,12.6,2604748020,Emmet,Michigan
Not applicable,N,Non-Metropolitan,12.6,2604736560,Emmet,Michigan
Not applicable,N,Non-Metropolitan,12.6,2604730860,Emmet,Michigan
Not applicable,N,Non-Metropolitan,12.6,2604718900,Emmet,Michigan
Not applicable,N,Non-Metropolitan,12.6,2604750340,Emmet,Michigan
Not applicable,N,Non-Metropolitan,12.6,2604751280,Emmet,Michigan
Not applicable,N,Non-Metropolitan,12.6,2604714300,Emmet,Michigan
Not applicable,N,Non-Metropolitan,12.6,2604713500,Emmet,Michigan
Not applicable,N,Non-Metropolitan,13.4,26007,Alpena,Michigan
Not applicable,N,Non-Metropolitan,,26051,Gladwin,Michigan
Not applicable,N,Non-Metropolitan,,26111,Midland,Michigan
Not applicable,M,Metropolitan,0.0,26163522100,Wayne,Michigan
Not applicable,M,Metropolitan,0.0,26163525600,Wayne,Michigan
Not applicable,M,Metropolitan,0.0,26163521300,Wayne,Michigan
Not applicable,M,Metropolitan,0.0,26163525400,Wayne,Michigan
Not applicable,M,Metropolitan,0.0,26163523200,Wayne,Michigan
Not applicable,M,Metropolitan,0.0,26163524300,Wayne,Michigan
Not applicable,M,Metropolitan,0.0,26163523100,Wayne,Michigan
Not applicable,M,Metropolitan,0.0,26163522000,Wayne,Michigan
Not applicable,M,Metropolitan,0.0,26163521500,Wayne,Michigan
Not applicable,M,Metropolitan,0.0,26163521400,Wayne,Michigan
Not applicable,M,Metropolitan,0.0,26163524200,Wayne,Michigan
Not applicable,M,Metropolitan,0.0,26163525800,Wayne,Michigan
Not applicable,M,Metropolitan,0.0,26163526100,Wayne,Michigan
Not applicable,M,Metropolitan,0.0,26163526000,Wayne,Michigan
Not applicable,M,Metropolitan,0.0,26163526500,Wayne,Michigan
Not applicable,M,Metropolitan,0.0,26163526400,Wayne,Michigan
Not applicable,M,Metropolitan,0.0,26163526300,Wayne,Michigan
Not applicable,M,Metropolitan,0.0,26163524000,Wayne,Michigan
Not applicable,M,Metropolitan,0.0,26163526200,Wayne,Michigan
Not applicable,M,Metropolitan,0.0,26163523400,Wayne,Michigan
Not applicable,M,Metropolitan,0.0,26163524100,Wayne,Michigan
Not applicable,M,Metropolitan,0.0,26163525500,Wayne,Michigan
Not applicable,M,Metropolitan,0.0,26163521100,Wayne,Michigan
Not applicable,M,Metropolitan,0.0,26163525700,Wayne,Michigan
Not applicable,M,Metropolitan,0.0,26163523800,Wayne,Michigan
Not applicable,M,Metropolitan,0.0,26163985100,Wayne,Michigan
Not applicable,M,Metropolitan,0.0,26163523300,Wayne,Michigan
Not applicable,M,Metropolitan,0.0,26163522200,Wayne,Michigan
Not applicable,M,Metropolitan,0.0,26163985900,Wayne,Michigan
Not applicable,M,Metropolitan,0.0,26163985900,Wayne,Michigan
Not applicable,M,Metropolitan,0.0,26133,Osceola,Michigan
Not applicable,M,Metropolitan,0.0,26133,Osceola,Michigan
Not applicable,M,Metropolitan,0.0,26133,Osceola,Michigan
Not applicable,N,Non-Metropolitan,,26073,Isabella,Michigan
Not applicable,N,Non-Metropolitan,,26107,Mecosta,Michigan
Not applicable,N,Non-Metropolitan,,26133,Osceola,Michigan
Not applicable,N,Non-Metropolitan,,26035,Clare,Michigan
Not applicable,N,Non-Metropolitan,19.2,26061,Houghton,Michigan
Not applicable,N,Non-Metropolitan,19.2,26083,Keweenaw,Michigan
Not applicable,N,Non-Metropolitan,10.5,26097,Mackinac,Michigan
Not applicable,N,Non-Metropolitan,9.0,26089,Leelanau,Michigan
Not applicable,N,Non-Metropolitan,12.7,26033,Chippewa,Michigan
Not applicable,N,Non-Metropolitan,0.0,26017,Bay,Michigan
Not applicable,M,Metropolitan,0.0,25025050400,Suffolk,Massachusetts
Not applicable,M,Metropolitan,0.0,25025180400,Suffolk,Massachusetts
Not applicable,M,Metropolitan,0.0,25025180500,Suffolk,Massachusetts
Not applicable,M,Metropolitan,0.0,25025180200,Suffolk,Massachusetts
Not applicable,M,Metropolitan,0.0,25025170800,Suffolk,Massachusetts
Not applicable,M,Metropolitan,0.0,25025050300,Suffolk,Massachusetts
Not applicable,M,Metropolitan,0.0,25025050600,Suffolk,Massachusetts
Not applicable,M,Metropolitan,0.0,25025050500,Suffolk,Massachusetts
Not applicable,M,Metropolitan,0.0,25025051200,Suffolk,Massachusetts
Not applicable,M,Metropolitan,0.0,25025051000,Suffolk,Massachusetts
Not applicable,M,Metropolitan,0.0,25025050200,Suffolk,Massachusetts
Not applicable,M,Metropolitan,0.0,25025050700,Suffolk,Massachusetts
Not applicable,M,Metropolitan,0.0,2502339450,Plymouth,Massachusetts
Not applicable,M,Metropolitan,0.0,2502338540,Plymouth,Massachusetts
Not applicable,M,Metropolitan,0.0,2502357600,Plymouth,Massachusetts
Not applicable,M,Metropolitan,0.0,2502372985,Plymouth,Massachusetts
Not applicable,M,Metropolitan,0.0,2500500520,Bristol,Massachusetts
Not applicable,M,Metropolitan,0.0,2500522130,Bristol,Massachusetts
Not applicable,M,Metropolitan,0.0,2500545000,Bristol,Massachusetts
Not applicable,M,Metropolitan,,24025301702,Harford,Maryland
Not applicable,M,Metropolitan,,24025301401,Harford,Maryland
Not applicable,M,Metropolitan,,24025301602,Harford,Maryland
Not applicable,M,Metropolitan,,24025301703,Harford,Maryland
Not applicable,M,Metropolitan,,24025301704,Harford,Maryland
Not applicable,M,Metropolitan,,24025302100,Harford,Maryland
Not applicable,M,Metropolitan,,24025302200,Harford,Maryland
Not applicable,M,Metropolitan,,24025302801,Harford,Maryland
Not applicable,M,Metropolitan,,24025301402,Harford,Maryland
Not applicable,M,Metropolitan,,24025301108,Harford,Maryland
Not applicable,M,Metropolitan,,24025301201,Harford,Maryland
Not applicable,M,Metropolitan,,24025301202,Harford,Maryland
Not applicable,M,Metropolitan,,24025301204,Harford,Maryland
Not applicable,M,Metropolitan,,24025301205,Harford,Maryland
Not applicable,M,Metropolitan,,24025301105,Harford,Maryland
Not applicable,M,Metropolitan,,24025301106,Harford,Maryland
Not applicable,M,Metropolitan,,24025301107,Harford,Maryland
Not applicable,M,Metropolitan,,24025306400,Harford,Maryland
Not applicable,M,Metropolitan,,24025303206,Harford,Maryland
Not applicable,M,Metropolitan,,24025303300,Harford,Maryland
Not applicable,M,Metropolitan,,24025303400,Harford,Maryland
Not applicable,M,Metropolitan,,24025303501,Harford,Maryland
Not applicable,M,Metropolitan,,24025303204,Harford,Maryland
Not applicable,M,Metropolitan,,24025303603,Harford,Maryland
Not applicable,M,Metropolitan,,24025303606,Harford,Maryland
Not applicable,M,Metropolitan,,24025303801,Harford,Maryland
Not applicable,M,Metropolitan,,24025303700,Harford,Maryland
Not applicable,M,Metropolitan,,24025303605,Harford,Maryland
Not applicable,M,Metropolitan,,24025303205,Harford,Maryland
Not applicable,M,Metropolitan,,24025303502,Harford,Maryland
Not applicable,M,Metropolitan,,24025304201,Harford,Maryland
Not applicable,M,Metropolitan,,24025303602,Harford,Maryland
Not applicable,M,Metropolitan,,24025303802,Harford,Maryland
Not applicable,M,Metropolitan,,24025303900,Harford,Maryland
Not applicable,M,Metropolitan,,24025304101,Harford,Maryland
Not applicable,M,Metropolitan,,24025304102,Harford,Maryland
Not applicable,M,Metropolitan,,24025303803,Harford,Maryland
Not applicable,M,Metropolitan,,24025303203,Harford,Maryland
Not applicable,M,Metropolitan,,24025301301,Harford,Maryland
Not applicable,M,Metropolitan,,24025304202,Harford,Maryland
Not applicable,M,Metropolitan,,24025305100,Harford,Maryland
Not applicable,M,Metropolitan,,24025305200,Harford,Maryland
Not applicable,M,Metropolitan,,24025305300,Harford,Maryland
Not applicable,M,Metropolitan,,24025303101,Harford,Maryland
Not applicable,M,Metropolitan,,24025303102,Harford,Maryland
Not applicable,M,Metropolitan,,24025303201,Harford,Maryland
Not applicable,M,Metropolitan,,24025301102,Harford,Maryland
Not applicable,N,Non-Metropolitan,,24047,Worcester,Maryland
Not applicable,N,Non-Metropolitan,15.4,24019,Dorchester,Maryland
Not applicable,N,Non-Metropolitan,15.4,24011,Caroline,Maryland
Not applicable,N,Non-Metropolitan,15.4,24041,Talbot,Maryland
Not applicable,N,Non-Metropolitan,16.8,2402390044,Garrett,Maryland
Not applicable,M,Metropolitan,16.5,24001,Allegany,Maryland
Not applicable,N,Non-Metropolitan,14.7,2301947560,Penobscot,Maine
Not applicable,N,Non-Metropolitan,14.7,2301957150,Penobscot,Maine
Not applicable,N,Non-Metropolitan,14.7,2302916410,Washington,Maine
Not applicable,N,Non-Metropolitan,14.7,2301973600,Penobscot,Maine
Not applicable,M,Metropolitan,14.2,2301960790,Penobscot,Maine
Not applicable,M,Metropolitan,14.2,2301938005,Penobscot,Maine
Not applicable,M,Metropolitan,14.2,2301910810,Penobscot,Maine
Not applicable,M,Metropolitan,14.2,2301912525,Penobscot,Maine
Not applicable,M,Metropolitan,14.2,2301937075,Penobscot,Maine
Not applicable,M,Metropolitan,14.2,2301944270,Penobscot,Maine
Not applicable,M,Metropolitan,14.2,2301945810,Penobscot,Maine
Not applicable,M,Metropolitan,14.2,2301945005,Penobscot,Maine
Not applicable,M,Metropolitan,14.2,2301938530,Penobscot,Maine
Not applicable,M,Metropolitan,14.2,2301939475,Penobscot,Maine
Not applicable,M,Metropolitan,14.2,2301973250,Penobscot,Maine
Not applicable,M,Metropolitan,14.2,2301981055,Penobscot,Maine
Not applicable,M,Metropolitan,14.2,2301986305,Penobscot,Maine
Not applicable,M,Metropolitan,14.2,2301987390,Penobscot,Maine
Not applicable,M,Metropolitan,14.2,2301919868,Penobscot,Maine
Not applicable,M,Metropolitan,14.2,2301918580,Penobscot,Maine
Not applicable,N,Non-Metropolitan,12.5,23017,Oxford,Maine
Not applicable,N,Non-Metropolitan,19.6,23003,Aroostook,Maine
Not applicable,M,Metropolitan,43.0,22071000902,Orleans,Louisiana
Not applicable,M,Metropolitan,43.0,22071001600,Orleans,Louisiana
Not applicable,M,Metropolitan,43.0,22071001100,Orleans,Louisiana
Not applicable,M,Metropolitan,43.0,22071000901,Orleans,Louisiana
Not applicable,M,Metropolitan,43.0,22071000701,Orleans,Louisiana
Not applicable,M,Metropolitan,43.0,22071001500,Orleans,Louisiana
Not applicable,M,Metropolitan,43.0,22071001402,Orleans,Louisiana
Not applicable,M,Metropolitan,43.0,22071001401,Orleans,Louisiana
Not applicable,M,Metropolitan,43.0,22071000904,Orleans,Louisiana
Not applicable,M,Metropolitan,43.0,22071000903,Orleans,Louisiana
Not applicable,N,Non-Metropolitan,14.0,21141,Logan,Kentucky
Not applicable,N,Non-Metropolitan,14.0,21213,Simpson,Kentucky
Not applicable,N,Non-Metropolitan,9.0,21187,Owen,Kentucky
Not applicable,N,Non-Metropolitan,9.0,21117,Kenton,Kentucky
Not applicable,N,Non-Metropolitan,9.0,21037,Campbell,Kentucky
Not applicable,N,Non-Metropolitan,9.0,21041,Carroll,Kentucky
Not applicable,N,Non-Metropolitan,9.0,21081,Grant,Kentucky
Not applicable,N,Non-Metropolitan,9.0,21015,Boone,Kentucky
Not applicable,N,Non-Metropolitan,9.0,21191,Pendleton,Kentucky
Not applicable,N,Non-Metropolitan,9.0,21077,Gallatin,Kentucky
Not applicable,N,Non-Metropolitan,19.9,21021,Boyle,Kentucky
Not applicable,N,Non-Metropolitan,19.9,21137,Lincoln,Kentucky
Not applicable,N,Non-Metropolitan,19.9,21079,Garrard,Kentucky
Not applicable,N,Non-Metropolitan,19.9,21167,Mercer,Kentucky
Not applicable,N,Non-Metropolitan,17.0,21091,Hancock,Kentucky
Not applicable,N,Non-Metropolitan,17.0,21101,Henderson,Kentucky
Not applicable,N,Non-Metropolitan,17.0,21183,Ohio,Kentucky
Not applicable,N,Non-Metropolitan,17.0,21225,Union,Kentucky
Not applicable,N,Non-Metropolitan,17.0,21059,Daviess,Kentucky
Not applicable,N,Non-Metropolitan,17.0,21233,Webster,Kentucky
Not applicable,N,Non-Metropolitan,17.0,21149,McLean,Kentucky
Not applicable,N,Non-Metropolitan,,21229,Washington,Kentucky
Not applicable,N,Non-Metropolitan,15.4,21227,Warren,Kentucky
Not applicable,N,Non-Metropolitan,17.4,21217,Taylor,Kentucky
Not applicable,N,Non-Metropolitan,19.0,21199,Pulaski,Kentucky
Not applicable,N,Non-Metropolitan,18.4,21087,Green,Kentucky
Not applicable,N,Non-Metropolitan,,21085,Grayson,Kentucky
Not applicable,N,Non-Metropolitan,,21027,Breckinridge,Kentucky
Not applicable,N,Non-Metropolitan,,19121,Madison,Iowa
Not applicable,N,Non-Metropolitan,,19001,Adair,Iowa
Not applicable,N,Non-Metropolitan,,19049,Dallas,Iowa
Not applicable,N,Non-Metropolitan,0.0,1719500529,Whiteside,Illinois
Not applicable,N,Non-Metropolitan,0.0,1719528157,Whiteside,Illinois
Not applicable,N,Non-Metropolitan,0.0,19169,Story,Iowa
Not applicable,N,Non-Metropolitan,10.5,1912993147,Mills,Iowa
Not applicable,N,Non-Metropolitan,10.5,1912993354,Mills,Iowa
Not applicable,N,Non-Metropolitan,10.5,1912993540,Mills,Iowa
Not applicable,N,Non-Metropolitan,10.5,1912993741,Mills,Iowa
Not applicable,N,Non-Metropolitan,10.5,1912994719,Mills,Iowa
Not applicable,N,Non-Metropolitan,10.5,1912993897,Mills,Iowa
Not applicable,N,Non-Metropolitan,10.5,1912991575,Mills,Iowa
Not applicable,N,Non-Metropolitan,10.5,1912992031,Mills,Iowa
Not applicable,N,Non-Metropolitan,10.5,1912992043,Mills,Iowa
Not applicable,N,Non-Metropolitan,10.5,1912992745,Mills,Iowa
Not applicable,N,Non-Metropolitan,10.5,1912992809,Mills,Iowa
Not applicable,N,Non-Metropolitan,10.5,1915594551,Pottawattamie,Iowa
Not applicable,N,Non-Metropolitan,10.5,1915594311,Pottawattamie,Iowa
Not applicable,N,Non-Metropolitan,10.5,1915593678,Pottawattamie,Iowa
Not applicable,N,Non-Metropolitan,10.5,1915593900,Pottawattamie,Iowa
Not applicable,N,Non-Metropolitan,10.5,1915593372,Pottawattamie,Iowa
Not applicable,N,Non-Metropolitan,10.5,1915594605,Pottawattamie,Iowa
Not applicable,N,Non-Metropolitan,10.5,1915594785,Pottawattamie,Iowa
Not applicable,N,Non-Metropolitan,10.5,1915594809,Pottawattamie,Iowa
Not applicable,N,Non-Metropolitan,10.5,1915592598,Pottawattamie,Iowa
Not applicable,N,Non-Metropolitan,10.5,1915592388,Pottawattamie,Iowa
Not applicable,N,Non-Metropolitan,10.5,1915592433,Pottawattamie,Iowa
Not applicable,N,Non-Metropolitan,10.5,1915592949,Pottawattamie,Iowa
Not applicable,N,Non-Metropolitan,10.5,1915593057,Pottawattamie,Iowa
Not applicable,N,Non-Metropolitan,10.5,1915593135,Pottawattamie,Iowa
Not applicable,N,Non-Metropolitan,10.5,1915592187,Pottawattamie,Iowa
Not applicable,N,Non-Metropolitan,10.5,1915592292,Pottawattamie,Iowa
Not applicable,N,Non-Metropolitan,10.5,1915591839,Pottawattamie,Iowa
Not applicable,N,Non-Metropolitan,10.5,1915592364,Pottawattamie,Iowa
Not applicable,N,Non-Metropolitan,10.5,1915592748,Pottawattamie,Iowa
Not applicable,N,Non-Metropolitan,10.5,1915592298,Pottawattamie,Iowa
Not applicable,N,Non-Metropolitan,10.5,1915592325,Pottawattamie,Iowa
Not applicable,N,Non-Metropolitan,10.5,1915591788,Pottawattamie,Iowa
Not applicable,N,Non-Metropolitan,10.5,1915591545,Pottawattamie,Iowa
Not applicable,N,Non-Metropolitan,10.5,1915591896,Pottawattamie,Iowa
Not applicable,N,Non-Metropolitan,10.5,1915590174,Pottawattamie,Iowa
Not applicable,N,Non-Metropolitan,10.5,1915590297,Pottawattamie,Iowa
Not applicable,N,Non-Metropolitan,10.5,1915590483,Pottawattamie,Iowa
Not applicable,N,Non-Metropolitan,10.5,1915590624,Pottawattamie,Iowa
Not applicable,N,Non-Metropolitan,10.5,1915590852,Pottawattamie,Iowa
Not applicable,N,Non-Metropolitan,10.5,1904990879,Dallas,Iowa
Not applicable,N,Non-Metropolitan,10.5,1904992646,Dallas,Iowa
Not applicable,N,Non-Metropolitan,10.5,1904992544,Dallas,Iowa
Not applicable,N,Non-Metropolitan,10.5,1904994194,Dallas,Iowa
Not applicable,N,Non-Metropolitan,10.5,1904993993,Dallas,Iowa
Not applicable,N,Non-Metropolitan,10.5,1904994485,Dallas,Iowa
Not applicable,N,Non-Metropolitan,10.5,1912990072,Mills,Iowa
Not applicable,N,Non-Metropolitan,10.5,1912990612,Mills,Iowa
Not applicable,N,Non-Metropolitan,10.5,1912990933,Mills,Iowa
Not applicable,M,Metropolitan,7.4,17031700200,Cook,Illinois
